２/に	ヲ格,ガ格#ト節,ガ格
演じる/えんじる	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
演ずる/えんずる	ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
演じる/えんじる	ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
演算/えんざん	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
演習/えんしゅう	ヲ格,ガ格#ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
煙る/けむる	ニ格,ガ格
演技/えんぎ	ヲ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ガ格#ガ格#ニ格,ガ格#ガ格#ニ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ガ格
縁取る/ふちどる	ヲ格,ガ格#ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
炎上/えんじょう	ガ格#ガ格#ガ格#ニ格,ガ格#ガ格
縁組み/えんぐみ	ニ格,ガ格#ガ格#ヲ格,ガ格
演説/えんぜつ	ニ格,ガ格#ニ格,ガ格#ガ格#ガ格#ガ格#ガ格#ト節,ガ格
演出/えんしゅつ	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
演奏/えんそう	ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ガ格#ガ格#ガ格#ニ格,ガ格#ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
遠出/とおで	ガ格
遠望/えんぼう	ヲ格,ガ格#ニ格,ヲ格,ガ格
遠回り/とおまわり	ヲ格,ガ格#ガ格
遠ざける/とおざける	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
遠投/えんとう	ニ格,ガ格#ニ格,ヲ格,ガ格
艶/つや	ガ格
遠退く/とおのく	ガ格#ガ格#ガ格#ニ格,ガ格#ニ格,ガ格
遠ざかる/とおざかる	ガ格#ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
塩もみ/塩もみ	ヲ格,ガ格
汚れる/よごれる	ガ格#ガ格#ガ格
汚す/けがす	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
塩漬け/しおづけ	ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
遠慮/えんりょ	ヲ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ト節,ガ格#ニ格,ガ格
凹む/へこむ	ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格
凹む/くぼむ	ガ格#ガ格#ガ格#ガ格
汚染/おせん	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
汚損/汚損	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
汚す/よごす	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
凹む/へこむ	ガ格#ガ格#ガ格#ニ格,ガ格
凹む/くぼむ	ガ格#ガ格#ガ格#ニ格,ガ格
汚れる/よごれる	ガ格#ニ格,ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ニ格,ガ格#ガ格#ニ格,ガ格
汚れる/けがれる	ガ格#ニ格,ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ニ格,ガ格#ガ格#ニ格,ガ格
汚す/よごす	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格
汚す/けがす	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格
応ずる/おうずる	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
往生/おうじょう	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ガ格#ニ格,ガ格
答える/こたえる	ニ格,ガ格#ニ格,ガ格#ト節,ニ格,ガ格
応える/こたえる	ニ格,ガ格#ニ格,ガ格#ト節,ニ格,ガ格
応える/こたえる	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ト節,ニ格,ガ格#ニ格,ガ格
応じる/おうじる	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#によって,ニ格,ガ格#によって,ニ格,ガ格
往復/おうふく	ヲ格,ガ格#ガ格#ニ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格
応酬/おうしゅう	ニ格,ガ格#ト節,ガ格
応答/おうとう	ガ格#ガ格#ニ格,ガ格#ニ格,ガ格
応戦/おうせん	ガ格#ガ格#ガ格#ガ格#ガ格#ニ格,ガ格#ニ格,ガ格
応募/おうぼ	ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
応援/おうえん	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
押し殺す/おしころす	ト節,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格
押しのける/おしのける	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
押し切れる/おしきれる	ヲ格,ガ格#ガ格#ガ格#ガ格
押し切る/おしきる	ヲ格,ガ格#ガ格#ガ格#ガ格#ヲ格,ガ格#ガ格#ガ格#ヲ格,ガ格#ガ格#ガ格#ト節,ガ格#ガ格#ヲ格,ガ格
押し通す/おしとおす	ヲ格,ガ格#ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
押し掛ける/おしかける	ニ格,ガ格
押し下げる/おしさげる	ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
押し寄せる/おしよせる	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
押し潰す/おしつぶす	ニ格,ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
押し止める/おしとどめる	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
押し遣る/おしやる	ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
押し上げる/おしあげる	ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
応用/おうよう	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
押し出す/おしだす	ニ格,ヲ格,ガ格#ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格
押さえる/おさえる	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格
押し迫る/おしせまる	ガ格
押し戻す/おしもどす	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
押し入れる/おしいれる	ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格
押し流す/おしながす	ヲ格,ガ格#ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
押し倒す/おしたおす	ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格
押し入る/おしいる	ニ格,ガ格#ニ格,ガ格
押し黙る/おしだまる	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
押し当てる/おしあてる	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格
押し付ける/おしつける	ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
横行/おうこう	ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格
押下/押下	ヲ格,ガ格
襲う/おそう	ヲ格,ガ格#ヲ格,ガ格#ガ格#ヲ格,ガ格#ヲ格,ガ格
推す/おす	ヲ格,ガ格#ヲ格,ガ格#ガ格#ヲ格,ガ格#ヲ格,ガ格
押す/おす	ヲ格,ガ格#ヲ格,ガ格#ガ格#ヲ格,ガ格#ヲ格,ガ格
推せる/おせる	ヲ格,ガ格#ヲ格,ガ格#ガ格#ト節,ガ格
押せる/おせる	ヲ格,ガ格#ヲ格,ガ格#ガ格#ト節,ガ格
横たえる/よこたえる	ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
横取り/よこどり	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
押収/おうしゅう	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
押印/おういん	ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#によって,ニ格,ヲ格,ガ格
横断/おうだん	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
押圧/押圧	ヲ格,ガ格#ニ格,ヲ格,ガ格#ガ格#ニ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格
横転/おうてん	ガ格#ガ格
押せる/おせる	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ガ格#ヲ格,ガ格#ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ガ格
横たわる/よこたわる	ニ格,ガ格#ニ格,ガ格
横切る/よこぎる	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
推す/おす	ヲ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ガ格#ト節,ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ガ格#ヲ格,ガ格#ト節,ガ格#ガ格#ガ格#ト節,ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ガ格
押す/おす	ヲ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ガ格#ト節,ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ガ格#ヲ格,ガ格#ト節,ガ格#ガ格#ガ格#ト節,ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ガ格
押す/おす	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格
殴り合う/なぐりあう	ガ格#ヲ格,ガ格#ガ格#ガ格
殴り殺す/なぐりころす	ヲ格,ガ格#ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
殴れる/なぐれる	ニ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
黄ばむ/きばむ	ガ格#ガ格#ガ格#ガ格#ガ格#ガ格
横領/おうりょう	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
殴る/なぐる	ヲ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ガ格#ヲ格,ガ格#ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
憶測/おくそく	ト節,ガ格
卸す/おろす	ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ガ格
温まる/あたたまる	ガ格#ニ格,ガ格
臆する/おくする	ト節,ガ格#ヲ格,ガ格
恩返し/おんがえし	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
憶える/憶える	ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
臆す/おくす	ト節,ガ格
温める/あたためる	ニ格,ヲ格,ガ格#ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
音/おん	ト節,ガ格#ガ格#ニ格,ガ格#ヲ格,ガ格
音/おと	ト節,ガ格#ガ格#ニ格,ガ格#ヲ格,ガ格
温存/おんぞん	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格
音読/おんどく	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
温もる/ぬくもる	ガ格#ニ格,ガ格
下がる/さがる	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
提げる/さげる	ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格
下げる/さげる	ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格
下せる/くだせる	ニ格,ヲ格,ガ格#ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ガ格#ニ格,ヲ格,ガ格
降りる/おりる	ニ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格
下りる/おりる	ニ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格
下る/くだる	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ガ格#ト節,ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格
下りる/おりる	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ガ格#ト節,ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格
下さる/くださる	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格
下りる/おりる	ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ガ格#ニ格,ガ格#ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格
下す/くだす	ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格
下る/くだる	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格
織る/おる	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
折る/おる	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
居る/おる	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
降りる/おりる	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
下りる/おりる	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
下げる/さげる	ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ト節,ニ格,ヲ格,ガ格
下校/げこう	ニ格,ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ニ格,ガ格
下船/げせん	ニ格,ガ格
下降/かこう	ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ガ格#ニ格,ガ格#ヲ格,ガ格#ガ格#ガ格#ヲ格,ガ格
下見/したみ	ニ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
下支え/したざさえ	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
下書き/したがき	ニ格,ヲ格,ガ格#ニ格,ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格
下垂/下垂	ガ格#ガ格#ガ格#ニ格,ヲ格,ガ格
下れる/くだれる	ガ格#ニ格,ガ格#ヲ格,ガ格#ニ格,ガ格
下ろせる/おろせる	ニ格,ガ格#ヲ格,ガ格#ガ格#ニ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ヲ格,ガ格#ニ格,ガ格#ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格
下宿/げしゅく	ニ格,ガ格#ニ格,ガ格#ニ格,ガ格
下記/かき	ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格#ニ格,ヲ格,ガ格#ヲ格,ガ格#ヲ格,ガ格
下車/げしゃ	ヲ格,ガ格#ガ格#ガ格#ニ格,ガ格#ニ格,ガ格
